10/14/2018,CGM,11775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2018,CGM,12380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2018,CGM,11713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2018,CGM,11356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2018,CGM,9573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2018,CGM,12676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2018,CGM,11799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2018,CGM,11671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2018,CGM,8638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2018,CGM,11930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2018,CGM,12478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/25/2018,CGM,10074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/26/2018,CGM,11904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2018,CGM,9670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2018,CGM,10156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2018,CGM,11568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2018,CGM,10277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2018,CGM,10621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/01/2018,CGM,12335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2018,CGM,11847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/03/2018,CGM,12723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/04/2018,CGM,12681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/05/2018,CGM,11918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2018,CGM,10601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/07/2018,CGM,9039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/08/2018,CGM,12952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/09/2018,CGM,11717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2018,CGM,12072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2018,CGM,11540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2018,CGM,11203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2018,CGM,10763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2018,CGM,10732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/15/2018,CGM,15587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/2018,CGM,11696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2018,CGM,11729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2018,CGM,11226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2018,CGM,11997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2018,CGM,12271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2018,CGM,11710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/22/2018,CGM,11137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/23/2018,CGM,10426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2018,CGM,10663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2018,CGM,11064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2018,CGM,12454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2018,CGM,11275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2018,CGM,12676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2018,CGM,11200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2018,CGM,11436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/01/2018,CGM,11620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2018,CGM,12522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2018,CGM,13086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/04/2018,CGM,13364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2018,CGM,12424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/06/2018,CGM,13540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2018,CGM,12698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/08/2018,CGM,13021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/09/2018,CGM,14003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2018,CGM,11841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2018,CGM,12634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2018,CGM,12432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/13/2018,CGM,12866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/14/2018,CGM,13487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2018,CGM,12614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2018,CGM,13559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/2018,CGM,12012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/18/2018,CGM,12511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/19/2018,CGM,12238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/20/2018,CGM,12306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/21/2018,CGM,11592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/2018,CGM,11051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/23/2018,CGM,13131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/24/2018,CGM,12903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/25/2018,CGM,12854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/26/2018,CGM,12015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/27/2018,CGM,10203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/28/2018,CGM,12525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2018,CGM,12525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2018,CGM,11627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2018,CGM,10203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2019,CGM,11148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/02/2019,CGM,11679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/03/2019,CGM,11202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/04/2019,CGM,12265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2019,CGM,12392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2019,CGM,12397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/07/2019,CGM,11091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/08/2019,CGM,12911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2019,CGM,10730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2019,CGM,11525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/11/2019,CGM,10956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2019,CGM,12523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/13/2019,CGM,14214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/14/2019,CGM,11864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/15/2019,CGM,12361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/16/2019,CGM,11619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/17/2019,CGM,12347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/18/2019,CGM,12698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/19/2019,CGM,12242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/20/2019,CGM,12857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/21/2019,CGM,12818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/22/2019,CGM,12524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/23/2019,CGM,10642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/24/2019,CGM,12329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/25/2019,CGM,12807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/26/2019,CGM,11607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/27/2019,CGM,14076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/28/2019,CGM,11930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/29/2019,CGM,12818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/30/2019,CGM,11121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/31/2019,CGM,11373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/01/2019,CGM,12248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/02/2019,CGM,13004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/03/2019,CGM,12544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2019,CGM,12538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/05/2019,CGM,12443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/06/2019,CGM,11486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2019,CGM,10931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/08/2019,CGM,12276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/09/2019,CGM,11224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/10/2019,CGM,10676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/11/2019,CGM,11589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/12/2019,CGM,11662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/13/2019,CGM,11236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/14/2019,CGM,10383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/15/2019,CGM,11015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/16/2019,CGM,11313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/17/2019,CGM,10772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/18/2019,CGM,10986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/19/2019,CGM,11150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/20/2019,CGM,11587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/21/2019,CGM,11372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/22/2019,CGM,12024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/23/2019,CGM,10731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/24/2019,CGM,10681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/25/2019,CGM,10197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/26/2019,CGM,5982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/27/2019,CGM,5603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/28/2019,CGM,6479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/01/2019,CGM,5508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/02/2019,CGM,5536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2019,CGM,5994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/04/2019,CGM,6111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/05/2019,CGM,4365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2019,CGM,2647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/07/2019,CGM,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/08/2019,CGM,3566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2019,CGM,2745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/10/2019,CGM,3712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2019,CGM,4422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2019,CGM,5726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/13/2019,CGM,6001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/14/2019,CGM,4782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/15/2019,CGM,2763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/16/2019,CGM,1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/17/2019,CGM,1136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/18/2019,CGM,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/19/2019,CGM,2192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/20/2019,CGM,5044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/21/2019,CGM,1602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/22/2019,CGM,4827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/23/2019,CGM,2362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/24/2019,CGM,3587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/25/2019,CGM,2542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/26/2019,CGM,8594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/27/2019,CGM,9903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/28/2019,CGM,10214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/29/2019,CGM,10824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/30/2019,CGM,10752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2019,CGM,10132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/01/2019,CGM,9743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2019,CGM,10203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/03/2019,CGM,9666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/04/2019,CGM,10456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/05/2019,CGM,9439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/06/2019,CGM,9213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/07/2019,CGM,9902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/08/2019,CGM,10038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/09/2019,CGM,9749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/10/2019,CGM,9721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/11/2019,CGM,9560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/12/2019,CGM,10102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/13/2019,CGM,11494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/14/2019,CGM,11022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/15/2019,CGM,10643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/16/2019,CGM,9907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/17/2019,CGM,9097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/18/2019,CGM,8576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/19/2019,CGM,9002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/20/2019,CGM,11494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/21/2019,CGM,11944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/22/2019,CGM,12049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/23/2019,CGM,11079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/24/2019,CGM,11173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/25/2019,CGM,10091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/26/2019,CGM,11192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/27/2019,CGM,10848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/28/2019,CGM,12420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/29/2019,CGM,10756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/30/2019,CGM,10932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/01/2019,CGM,10975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/02/2019,CGM,10283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/03/2019,CGM,10223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2019,CGM,10292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/05/2019,CGM,10248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/06/2019,CGM,9303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/07/2019,CGM,11169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/08/2019,CGM,9982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/09/2019,CGM,9914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/10/2019,CGM,11343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/11/2019,CGM,10696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/12/2019,CGM,11272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/13/2019,CGM,12455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/14/2019,CGM,12367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/15/2019,CGM,10761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/16/2019,CGM,9877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/17/2019,CGM,10555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/18/2019,CGM,11009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/19/2019,CGM,11611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/20/2019,CGM,9906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/21/2019,CGM,10307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/22/2019,CGM,9839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/23/2019,CGM,9441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/24/2019,CGM,9891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/25/2019,CGM,11128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/26/2019,CGM,10774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/27/2019,CGM,9994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/28/2019,CGM,10488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/29/2019,CGM,10584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/30/2019,CGM,11164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/31/2019,CGM,11164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/01/2019,CGM,12092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/02/2019,CGM,11292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/03/2019,CGM,10922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/04/2019,CGM,10220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/05/2019,CGM,9623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/06/2019,CGM,13067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/07/2019,CGM,7568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/08/2019,CGM,11641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/09/2019,CGM,11374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/10/2019,CGM,10480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2019,CGM,11962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/12/2019,CGM,11430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/13/2019,CGM,11911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/14/2019,CGM,11657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/15/2019,CGM,10983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/16/2019,CGM,11523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/17/2019,CGM,11164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/18/2019,CGM,10869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/19/2019,CGM,10975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/20/2019,CGM,11632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/21/2019,CGM,11525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/22/2019,CGM,11071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/23/2019,CGM,11908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/24/2019,CGM,11344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/25/2019,CGM,10608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/26/2019,CGM,10362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/27/2019,CGM,9786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/28/2019,CGM,10036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/29/2019,CGM,10173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/2019,CGM,6586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/01/2019,CGM,8460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/02/2019,CGM,9132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/03/2019,CGM,6908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
