16/09/2019,MJSG,1,25,BOXN,AMLA,WCL FSA
16/09/2019,MJSG,1,12,BOBR,NGP,WCL Non-Power
16/09/2019,MNSG,0.5,1,BOXN,AMLA,WCL FSA
16/09/2019,MNSG,1,11,BOBR,NGP,WCL Non-Power
16/09/2019,MNSG,1,5,BOXN,AMLA,WCL FSA
16/09/2019,CGM,1,24,BOBR,NGP,WCL Non-Power
16/09/2019,CGM,0.5,50,BOXN,AMLA,WCL FSA
16/09/2019,CGM,0.5,35,BOBR,NGP,WCL Non-Power
16/09/2019,MJSG,0.5,40,BOXN,AMLA,WCL FSA
16/09/2019,MJSG,0.5,4,BOBR,NGP,WCL Non-Power
